timestamp,vazao_L_min,pulsos,dc_temp_%,dc_cooler_%
2026-03-15 19:26:35,9.33,14,0,100
2026-03-15 19:26:35,10.0,15,0,100
2026-03-15 19:26:35,9.33,14,0,100
2026-03-15 19:26:35,9.33,14,0,100
2026-03-15 19:26:35,9.33,14,0,100
2026-03-15 19:26:36,9.33,14,0,100
2026-03-15 19:26:36,9.33,14,0,100
2026-03-15 19:26:36,9.33,14,0,100
2026-03-15 19:26:36,9.33,14,0,100
2026-03-15 19:26:36,9.33,14,0,100
2026-03-15 19:26:37,8.67,13,0,100
2026-03-15 19:26:37,9.33,14,0,100
2026-03-15 19:26:37,8.67,13,0,100
2026-03-15 19:26:37,9.33,14,0,100
2026-03-15 19:26:37,8.67,13,0,100
2026-03-15 19:26:38,9.33,14,0,100
2026-03-15 19:26:38,8.67,13,0,100
2026-03-15 19:26:38,8.67,13,0,100
2026-03-15 19:26:38,9.33,14,0,100
2026-03-15 19:26:38,8.67,13,0,100
2026-03-15 19:26:39,8.67,13,0,100
2026-03-15 19:26:39,8.67,13,0,100
2026-03-15 19:26:39,9.33,14,0,100
2026-03-15 19:26:39,8.67,13,0,100
2026-03-15 19:26:39,8.67,13,0,100
2026-03-15 19:26:40,9.33,14,0,100
2026-03-15 19:26:40,8.67,13,0,100
2026-03-15 19:26:40,8.67,13,0,100
2026-03-15 19:26:40,8.67,13,0,100
2026-03-15 19:26:40,9.33,14,0,100
2026-03-15 19:26:41,8.67,13,0,100
2026-03-15 19:26:41,8.67,13,0,100
2026-03-15 19:26:41,9.33,14,0,100
2026-03-15 19:26:41,8.67,13,0,100
2026-03-15 19:26:41,9.33,14,0,100
2026-03-15 19:26:42,8.67,13,0,100
2026-03-15 19:26:42,9.33,14,0,100
2026-03-15 19:26:42,9.33,14,0,100
2026-03-15 19:26:42,8.67,13,0,100
2026-03-15 19:26:42,9.33,14,0,100
2026-03-15 19:26:43,9.33,14,0,100
2026-03-15 19:26:43,9.33,14,0,100
2026-03-15 19:26:43,8.67,13,0,100
2026-03-15 19:26:43,9.33,14,0,100
2026-03-15 19:26:43,9.33,14,0,100
2026-03-15 19:26:44,8.67,13,0,100
2026-03-15 19:26:44,9.33,14,0,100
2026-03-15 19:26:44,8.67,13,0,100
2026-03-15 19:26:44,9.33,14,0,100
2026-03-15 19:26:44,8.67,13,0,100
2026-03-15 19:26:45,9.33,14,0,100
2026-03-15 19:26:45,8.67,13,0,100
2026-03-15 19:26:45,8.67,13,0,100
2026-03-15 19:26:45,9.33,14,0,100
2026-03-15 19:26:45,8.67,13,0,100
2026-03-15 19:26:46,8.67,13,0,100
2026-03-15 19:26:46,9.33,14,0,100
2026-03-15 19:26:46,8.67,13,0,100
2026-03-15 19:26:46,9.33,14,0,100
2026-03-15 19:26:46,8.67,13,0,100
2026-03-15 19:26:47,9.33,14,0,100
2026-03-15 19:26:47,9.33,14,0,100
2026-03-15 19:26:47,8.67,13,0,100
2026-03-15 19:26:47,9.33,14,0,100
2026-03-15 19:26:47,8.67,13,0,100
2026-03-15 19:26:48,9.33,14,0,100
2026-03-15 19:26:48,9.33,14,0,100
2026-03-15 19:26:48,8.67,13,0,100
2026-03-15 19:26:48,9.33,14,0,100
2026-03-15 19:26:48,8.67,13,0,100
2026-03-15 19:26:49,9.33,14,0,100
2026-03-15 19:26:49,8.67,13,0,100
2026-03-15 19:26:49,8.67,13,0,100
2026-03-15 19:26:49,9.33,14,0,100
2026-03-15 19:26:49,8.67,13,0,100
2026-03-15 19:26:50,8.67,13,0,100
2026-03-15 19:26:50,9.33,14,0,100
2026-03-15 19:26:50,8.67,13,0,100
2026-03-15 19:26:50,8.67,13,0,100
2026-03-15 19:26:50,8.67,13,0,100
2026-03-15 19:26:51,9.33,14,0,100
2026-03-15 19:26:51,8.67,13,0,100
2026-03-15 19:26:51,8.67,13,0,100
2026-03-15 19:26:51,9.33,14,0,100
2026-03-15 19:26:51,8.67,13,0,100
2026-03-15 19:26:52,9.33,14,0,100
2026-03-15 19:26:52,8.67,13,0,100
2026-03-15 19:26:52,9.33,14,0,100
2026-03-15 19:26:52,9.33,14,0,100
2026-03-15 19:26:52,9.33,14,0,100
2026-03-15 19:26:53,8.67,13,0,100
2026-03-15 19:26:53,9.33,14,0,100
2026-03-15 19:26:53,9.33,14,0,100
2026-03-15 19:26:53,9.33,14,0,100
2026-03-15 19:26:53,8.67,13,0,100
2026-03-15 19:26:54,9.33,14,0,100
2026-03-15 19:26:54,8.67,13,0,100
2026-03-15 19:26:54,9.33,14,0,100
2026-03-15 19:26:54,8.67,13,0,100
2026-03-15 19:26:54,9.33,14,0,100
2026-03-15 19:26:55,8.67,13,0,100
2026-03-15 19:26:55,8.67,13,0,100
2026-03-15 19:26:55,9.33,14,0,100
2026-03-15 19:26:55,8.67,13,0,100
2026-03-15 19:26:55,8.67,13,0,100
2026-03-15 19:26:56,8.67,13,0,100
2026-03-15 19:26:56,9.33,14,0,100
2026-03-15 19:26:56,8.67,13,0,100
2026-03-15 19:26:56,8.67,13,0,100
2026-03-15 19:26:56,8.67,13,0,100
2026-03-15 19:26:57,9.33,14,0,100
2026-03-15 19:26:57,8.67,13,0,100
2026-03-15 19:26:57,8.67,13,0,100
2026-03-15 19:26:57,9.33,14,0,100
2026-03-15 19:26:57,9.33,14,0,100
2026-03-15 19:26:58,8.67,13,0,100
2026-03-15 19:26:58,9.33,14,0,100
2026-03-15 19:26:58,9.33,14,0,100
2026-03-15 19:26:58,9.33,14,0,100
2026-03-15 19:26:58,8.67,13,0,100
2026-03-15 19:26:59,9.33,14,0,100
2026-03-15 19:26:59,9.33,14,0,100
2026-03-15 19:26:59,9.33,14,0,100
2026-03-15 19:26:59,8.67,13,0,100
2026-03-15 19:26:59,9.33,14,0,100
2026-03-15 19:27:00,9.33,14,0,100
2026-03-15 19:27:00,9.33,14,0,100
2026-03-15 19:27:00,8.67,13,0,100
2026-03-15 19:27:00,9.33,14,0,100
2026-03-15 19:27:00,9.33,14,0,100
2026-03-15 19:27:01,8.67,13,0,100
2026-03-15 19:27:01,9.33,14,0,100
2026-03-15 19:27:01,8.67,13,0,100
2026-03-15 19:27:01,8.67,13,0,100
2026-03-15 19:27:01,8.67,13,0,100
2026-03-15 19:27:02,9.33,14,0,100
2026-03-15 19:27:02,8.67,13,0,100
2026-03-15 19:27:02,8.67,13,0,100
2026-03-15 19:27:02,8.67,13,0,100
2026-03-15 19:27:02,9.33,14,0,100
2026-03-15 19:27:03,8.67,13,0,100
2026-03-15 19:27:03,8.67,13,0,100
2026-03-15 19:27:03,9.33,14,0,100
2026-03-15 19:27:03,8.67,13,0,100
2026-03-15 19:27:03,9.33,14,0,100
